transaction_amount,hour_of_day,distance_from_home_km,distance_from_last_txn_km,txns_last_24h,avg_txn_amount_last_30d,is_online,merchant_risk_score,card_present,amount_to_avg_ratio,is_night_txn,online_and_not_present,high_velocity
47.07864917588079,11,15.942762062211932,7.405219669462541,1,18.087745308330007,1,0.3054974639219486,0,2.602792574384576,0,1,0
10.411471232566084,0,8.8320519418082,7.218553298930617,1,15.152528907501155,1,0.1712433343198589,1,0.6871111281900909,1,0,0
46.06115292375676,19,6.417360860510031,5.162720222957738,1,24.839979014427307,1,0.3362842228124721,1,1.8543152913697705,0,0,0
39.02270532510708,19,7.813182362494679,8.110769558142026,1,25.768076171459864,1,0.2964633440835292,0,1.514381790299415,0,1,0
34.36226531033248,21,11.343548969628728,0.0259016469558742,2,34.218167104328074,0,0.258114715207603,0,1.0042111608598165,0,0,0
21.174102834214924,13,0.864460370052506,6.406875398980235,2,28.80622899356227,1,0.3607724629868949,1,0.7350529234127451,0,0,0
28.415065944742224,6,11.821163328450996,6.111578779340421,1,9.578484688162671,0,0.2151941506274823,0,2.966551272964738,0,0,0
18.178612429765064,14,3.164704246623619,3.30248936922245,4,71.51583787529209,1,0.1235252210757602,1,0.2541900223760864,0,0,0
34.19242570976917,19,27.215603398043783,0.5145631407160325,3,18.080165483033166,0,0.0970035570392457,1,1.8911566789505387,0,0,0
60.229853454392185,18,5.4549071024035,1.7752851846194604,2,20.15765130692841,0,0.4997999227778514,1,2.987940040102316,0,0,0
67.17031264520567,20,12.586331130732862,6.257671614055184,2,76.30014034779003,0,0.1212185267497113,1,0.8803432384138622,0,0,0
29.36278513149613,9,23.6122133507598,1.5421635537697846,0,18.922460782741997,0,0.801371551982861,1,1.5517424223320946,0,0,0
7.336765890531084,2,0.4550117116936946,8.42987422205691,1,15.134331668673097,1,0.2966543508876511,1,0.4847763384040027,1,0,0
28.80513656870746,21,19.69891160817458,7.204719752977886,0,42.675199896281725,1,0.0692895876275885,0,0.6749853928913229,0,1,0
22.56775191983453,5,2.9748348705162417,7.680384315207021,2,12.406349786951091,0,0.3983436208580483,1,1.8190484959219133,1,0,0
369.3248745664485,13,16.778306650933054,0.5581537210037245,1,35.86765944047522,0,0.2936807874309579,0,10.296876917195219,0,0,0
17.508240300039272,16,12.714837945085105,7.781671657180345,2,19.11567505183192,0,0.4449406486750951,0,0.9159101236323536,0,0,0
9.11849568881848,15,8.265179606482416,0.4986942648731106,1,54.34565373518896,0,0.1744784428798083,1,0.1677870273352555,0,0,0
4.222173062506102,14,9.90282491048588,8.385712007938254,3,25.867853548511945,0,0.1429928670628644,1,0.16322085072068082,0,0,0
63.1929636784032,6,15.623466874232932,9.063128707992204,1,24.969952399079546,0,0.2577001279966832,0,2.530760278130632,0,0,0
6.919558509536561,14,19.20055987140175,2.292118741592136,2,27.76950935544684,0,0.0584642094561983,1,0.24917827754775676,0,0,0
152.4747194756072,16,12.157070480932594,2.246909152856327,1,70.39984302453281,0,0.1516912746543664,0,2.165838912772477,0,0,0
89.69261409916417,12,4.202275625419719,10.956006455209572,1,35.00929859684427,1,0.2815944397701171,1,2.5619654690039706,0,0,0
141.283235796591,6,2.3162997809734867,4.037513777419445,2,21.943333296099865,0,0.2708100429499722,1,6.438549416815457,0,0,0
264.48316085262104,12,12.740800366508084,6.065595771808993,0,22.112144779490045,0,0.230606845584589,1,11.960990826088496,0,0,0
96.65165893591552,8,32.28599819209594,14.16530245479192,1,24.67588853772855,0,0.1555217390252134,0,3.9168461467208604,0,0,0
29.357766775800982,21,3.766155151456006,0.072362011835722,2,24.667525162788653,0,0.2551790668438983,1,1.1901383127030365,0,0,0
69.6621486938315,9,1.5829567625347418,7.355049732127453,5,13.756429230473213,0,0.2712064326850252,1,5.063970273587862,0,0,1
17.857153773211042,19,41.43792889125349,13.378012631231606,2,13.486090612075856,0,0.5260780076283913,0,1.3241164016220686,0,0,0
476.4999940132071,11,45.495998118084565,5.06235229209865,2,30.889430502816783,0,0.120130238246408,1,15.425988315639403,0,0,0
1.593623951998412,13,12.966110229555522,7.730643210925044,1,38.87409057991968,0,0.320626457938827,0,0.04099450117610197,0,0,0
24.76987398251948,19,7.293699323788621,3.9702631093446064,2,9.265941969949823,1,0.1821390999913653,1,2.6732170418129235,0,0,0
6.635540561182762,17,43.14449532045066,13.372624361577088,3,20.026916866120835,0,0.0656948120767324,1,0.3313311083049425,0,0,0
34.51682616738183,8,17.58972526079837,0.1114631321650813,0,26.371811368249634,0,0.2563669710761448,1,1.3088530660786688,0,0,0
14.673877753042245,18,5.57601554146468,0.8572239815113707,2,29.6869192423025,1,0.1626275675372576,0,0.49428765690623233,0,1,0
34.45934669655393,4,1.543370740402379,1.3660086729564358,3,21.935067374207843,0,0.2178076054217292,0,1.5709706338569376,1,0,0
12.994999044189711,13,4.361932889281299,5.962157979094927,0,17.593914091845118,1,0.1902435163534118,0,0.738607621723751,0,1,0
19.65249058226096,17,14.56792764525064,3.015831153625315,2,33.665020076817264,0,0.2063221430641099,1,0.583765895205696,0,0,0
82.34719580096893,21,5.764289350245298,2.342227553468871,4,19.90472698871408,0,0.2161374038302188,1,4.137067333184702,0,0,0
19.34893560920485,19,5.7476511343136965,17.283191120387894,3,60.733684939383686,1,0.2404183436467058,1,0.3185865575012679,0,0,0
15.436592750417333,17,3.3668786178096983,4.646205694361898,2,75.02914273424238,0,0.1163944043464666,0,0.2057412918216945,0,0,0
15.287363404047351,21,15.37367967484948,10.961903771743478,1,19.78306713354697,1,0.3287358425414567,0,0.7727499128850416,0,1,0
146.18849204138894,15,1.7318455826573336,3.4525394786955994,1,25.772985232566164,0,0.057844627326799,0,5.6721598496346655,0,0,0
52.00936605455862,15,41.04924580938466,0.3481013429484891,1,42.70748138166589,0,0.2409927021545686,1,1.2178045712825851,0,0,0
74.4149996820336,12,13.000833010739395,10.483448985750822,1,25.979084388205077,0,0.2148763145708711,1,2.864419645051817,0,0,0
35.8060808538682,19,19.710395811797035,2.4269802118439507,6,26.384917680794903,0,0.1326878831149686,1,1.3570662333326433,0,0,1
235.89636597161476,13,10.569331752994731,10.401770871343368,2,80.44702680799296,1,0.0716238172165371,1,2.932319258170233,0,0,0
26.436385974714646,11,25.315329684882787,4.828648032321656,2,19.3260397811921,0,0.1313454049031245,0,1.3679153242995112,0,0,0
102.91902908052153,21,16.74249163120054,11.98775668335526,1,52.9303104081415,1,0.0393234772154284,1,1.9444251939374795,0,0,0
184.36130496020832,9,0.616907295977927,2.240586738994077,1,29.754698831341663,0,0.1942229051367672,0,6.1960400273322245,0,0,0
48.62812523245017,20,1.441853369434237,8.570996948826798,3,67.76346284265651,0,0.0337318448707764,1,0.7176157060533097,0,0,0
81.07344163747635,17,38.714885252391625,2.426540389844353,2,7.68937266141631,0,0.1067048067568697,1,10.543570354482389,0,0,0
16.980376088365762,20,2.322651455809788,1.1268225374364522,3,22.175865385771356,0,0.1935697977091285,1,0.7657142480338485,0,0,0
